Type,Point X,Point Y, Point Z,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,Thickness,Comp Name,MaterialId,P1,P2,P3,Distance,A3MS
R2,939.24,424.86,798.16,2.653815369,A2966800800_65,40002,1.00E-06,0.25,0.45,1.00799316,2.021395347,A2966800800_65,40002,1.00E-06,0.25,0.45,1.014557998,7.77819509,A2978309900_6,40039,1.15E-06,2.8,0.45,3.164640328,3.682189968,A2978309900_6,40039,1.15E-06,2.8,0.45,3.514233635,16.05197652,A2978309900_6,40039,1.15E-06,2.8,0.45,1.008432245,3.60E-13,A2978309900_6,40039,1.15E-06,2.8,0.45,5.681249022,2.329647154,A2978309900_6,40039,1.15E-06,2.8,0.45,3.166377841,2.695313165,A2978309900_6,40039,1.15E-06,2.8,0.45,5.786022119,49.01324966,A2966800800_70,40007,1.03E-06,2.95,0.35,3.038774463,51.75264337,A2966800000_15,70031,2.70E-06,70,0.3,3.800175264,6.800825272,A2966800000_15,70031,2.70E-06,70,0.3,5.178928224,3.62363625,A2966800000_15,70031,2.70E-06,70,0.3,7.839537185,69.31410869,A2966801200_18,40016,1.05E-06,3.1,0.32,10.14446789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.801
R2,964.72,212.41,725.96,1.804771538,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.171556145,A2979019700_4,70012,2.44E-06,71.7,0.21,0,5.26E-08,A2979019700_23,,,,,3.94E-13,2.007829354,A2979019700_23,,,,,4.10E-13,2.331803886,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.084088563,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.488062929,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.637625064,A2979019700_25,70010,1.10E-06,2.35,0.34,0,30.76471286,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.690577971,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.54193237,A2966800800_70,40007,1.03E-06,2.95,0.35,2.138503195,85.06563239,A2966800000_15,70031,2.70E-06,70,0.3,3.035849221,230.094234,A2966807003_1,40018,9.83E-07,2.45,0.33,3.177437702,28.04684896,A2966807003_1,40018,9.83E-07,2.45,0.33,11.61299491,68.60152186,A2966807003_1,40018,9.83E-07,2.45,0.33,3.035849221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0291
R2,1008.38,212.02,664.8,2.357098076,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.160485811,A2979019700_4,70012,2.44E-06,71.7,0.21,0,4.317895399,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.078716567,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.486137216,A2979019700_25,70010,1.10E-06,2.35,0.34,0,7.600225643,A2979019700_25,70010,1.10E-06,2.35,0.34,0,30.61823032,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.678335191,A2979019700_24,70010,1.10E-06,2.35,0.34,0,37.3795031,A2966800800_70,40007,1.03E-06,2.95,0.35,2.129701503,131.9027221,A2966800000_15,70031,2.70E-06,70,0.3,8.950343261,4.39307669,A2966800000_15,70031,2.70E-06,70,0.3,9.368832931,10.16580009,A2966800000_15,70031,2.70E-06,70,0.3,3.609491687,17.40084888,A2966800000_15,70031,2.70E-06,70,0.3,2.910997865,9.046647893,A2966800000_15,70031,2.70E-06,70,0.3,2.882668234,17.37748356,A2966800000_15,70031,2.70E-06,70,0.3,8.621029628,12.68689452,A2966807003_1,40018,9.83E-07,2.45,0.33,2.882668234,5.658514975,A2966807003_1,40018,9.83E-07,2.45,0.33,6.014393449,20.96659428,A2966807003_1,40018,9.83E-07,2.45,0.33,2.540764604,0,A2966807003_1,40018,9.83E-07,2.45,0.33,3.488471629,73.65327111,A2966807003_1,40018,9.83E-07,2.45,0.33,2.78173285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7682
R2,992.84,0.9,685.17,2.15147827,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.165180824,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.054117621,A2979019700_23,,,,,0,1.794213423,A2979019700_23,,,,,3.22E-13,0.635522274,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.24941899,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.6736363,A2979019700_23,,,,,0,0.851921797,A2979019700_23,,,,,0,9.052381885,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.703843592,A2979019700_25,70010,1.10E-06,2.35,0.34,0,43.0598495,A2979019700_24,70010,1.10E-06,2.35,0.34,0,3.102293987,A2979019700_24,70010,1.10E-06,2.35,0.34,0,41.98299196,A2966800800_70,40007,1.03E-06,2.95,0.35,2.333096777,65.83538814,A2239010401_28,70020,0,70020,0,2.878953619,5.431625827,A2239010401_28,70020,0,70020,0,4.953618555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2396
R2,941.29,2.12,764.57,1.426163198,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.17385897,A2979019700_4,70012,2.44E-06,71.7,0.21,0,1.582226752,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,1.244393366,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,1.635603147,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,1.576013778,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,0.236566961,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,0.96443915,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,12.82357569,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.705116431,A2979019700_24,70010,1.10E-06,2.35,0.34,0,99.4276281,A2966800000_15,70031,2.70E-06,70,0.3,3.158471064,10.42430372,N000000004661_1_1,40038,0,40038,0,6.0470373,10.47466347,A2966800000_15,70031,2.70E-06,70,0.3,4.043863935,31.86266276,A2966800000_15,70031,2.70E-06,70,0.3,3.07637229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1136
R2,994.73,-101.74,682.59,2.158538569,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.164651112,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.05410442,A2979019700_23,,,,,0,1.793776865,A2979019700_23,,,,,2.55E-13,0.63502989,A2979019700_25,70010,1.10E-06,2.35,0.34,0,3.248973315,A2979019700_25,70010,1.10E-06,2.35,0.34,0,20.47722685,A2979019700_25,70010,1.10E-06,2.35,0.34,0,1.705988404,A2979019700_25,70010,1.10E-06,2.35,0.34,0,16.52623138,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.284381949,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.208059427,A2979019700_24,70010,1.10E-06,2.35,0.34,0,0.200791792,A2979019700_24,70010,1.10E-06,2.35,0.34,0,39.17084722,A2966800800_70,40007,1.03E-06,2.95,0.35,2.132979938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3575
R2,1089.26,-0.27,576.54,3.153911903,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.128943038,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.053214529,A2979019700_23,,,,,0,1.170555446,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0.593789554,A2979019700_23,,,,,0,3.980219437,A2979019700_25,70010,1.10E-06,2.35,0.34,0,0,A2979019700_23,,,,,0,3.18929947,A2979019700_25,70010,1.10E-06,2.35,0.34,0,10.0794195,A2979019700_24,70010,1.10E-06,2.35,0.34,0,4.563053436,A2979019700_24,70010,1.10E-06,2.35,0.34,0,34.75029287,A2976807604_277,40049,1.13E-06,2.198,0.35,2.562210627,81.50179711,A2976807604_273,40049,1.13E-06,2.198,0.35,1.446592443,0.584786356,A2976807604_273,40049,1.13E-06,2.198,0.35,3.441875571,102.761177,A0009015608_14,,,,,1.634663501,2.098893181,A0009015608_14,,,,,1.089771361,0,A0009015608_14,,,,,1.090119164,8.012507257,A0009015608_14,,,,,2.148179574,175.5168682,A2966802800_6,40003,1.22E-06,4.8,0.37,13.82744382,6.54E-13,A2966802800_6,40003,1.22E-06,4.8,0.37,6.869549554,7.459124968,A2966802800_7,40003,1.22E-06,4.8,0.37,0.769338809,9.922856906,A2966802800_7,40003,1.22E-06,4.8,0.37,11.18070112,36.04198676,A2976804003_4,,,,,49.60846016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8339
R2,1065.73,104.42,599.56,2.936965422,A2979019700_4,70012,2.44E-06,71.7,0.21,0,2.138921976,A2979019700_4,70012,2.44E-06,71.7,0.21,0,0.053463232,A2979019700_23,,,,,0,1.772570865,A2979019700_23,,,,,0,8.420349962,A2979019700_25,70010,1.10E-06,2.35,0.34,0,5.751238207,A2979019700_25,70010,1.10E-06,2.35,0.34,0,27.69002688,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.65471513,A2979019700_24,70010,1.10E-06,2.35,0.34,0,2.783820783,A2979019700_23,,,,,0,8.912421347,A2979019700_23,,,,,0,27.44508631,A2976804104_28,70152,1.23E-06,3.3,0.37,4.428163427,17.45690426,A2966806103_15,70300,1.29E-06,7.708,0.4,62.67871287,197.8507912,A2966802800_6,40003,1.22E-06,4.8,0.37,15.94899768,1.09E-12,A2966802800_6,40003,1.22E-06,4.8,0.37,7.677595087,87.5222169,A2966800000_15,70031,2.70E-06,70,0.3,2.287438299,36.23825229,A2966800000_15,70031,2.70E-06,70,0.3,2.515232914,12.62285814,A2966800000_15,70031,2.70E-06,70,0.3,2.599118313,8.405794362,A2966800000_15,70031,2.70E-06,70,0.3,11.01386708,8.567610966,A2966800000_15,70031,2.70E-06,70,0.3,6.381902909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4429
R2,1107.21,155.48,536.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4553
R2,1253.47,121.41,485.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3312
R2,1070.28,210.23,572.01,4.229622641,A2966800800_48,40002,1.00E-06,0.25,0.45,1.597898826,2.738266331,A2966800800_52,40016,1.05E-06,3.1,0.32,12.37176284,1.878641391,A2966800800_52,40016,1.05E-06,3.1,0.32,9.439477911,2.739060512,A2966800800_48,40002,1.00E-06,0.25,0.45,1.214197684,9.15907444,A2966800800_72,40018,9.83E-07,2.45,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8678
R2,1163.46,115.42,513.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9938
R2,1070.75,209.9,571.31,4.4393927,A2966800800_48,40002,1.00E-06,0.25,0.45,1.701471776,3.018364235,A2966800800_52,40016,1.05E-06,3.1,0.32,10.88188032,1.729638744,A2966800800_52,40016,1.05E-06,3.1,0.32,7.915440829,3.564570274,A2966800800_52,40016,1.05E-06,3.1,0.32,0.571171922,1.203831323,A2966800800_48,40002,1.00E-06,0.25,0.45,1.334964781,6.93847891,A2966800800_72,40018,9.83E-07,2.45,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2972
R2,1163.51,115.32,513.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0949
R2,1070.6,210.03,571.58,4.399124123,A2966800800_48,40002,1.00E-06,0.25,0.45,1.664348963,2.915109518,A2966800800_52,40016,1.05E-06,3.1,0.32,11.44105705,1.736991774,A2966800800_52,40016,1.05E-06,3.1,0.32,8.472370475,4.461788159,A2966800800_48,40002,1.00E-06,0.25,0.45,1.248225254,7.704754417,A2966800800_72,40018,9.83E-07,2.45,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.637
R2,1107.17,155.47,536.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4953
R2,1107.17,155.47,536.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5012
R2,935.05,530.57,795.36,2.90939657,A2966800800_65,40002,1.00E-06,0.25,0.45,1.130163608,2.267618259,A2966800800_65,40002,1.00E-06,0.25,0.45,16.4303007,3.490877399,A2978309900_6,40039,1.15E-06,2.8,0.45,2.055901558,3.719532104,A2978309900_6,40039,1.15E-06,2.8,0.45,69.953892,2.87407138,A2966800800_70,40007,1.03E-06,2.95,0.35,76.82886634,3.331178957,A2966800000_15,70031,2.70E-06,70,0.3,24.40769228,5.817337606,A2966800000_15,70031,2.70E-06,70,0.3,5.638927265,3.48111336,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4385
R2,932.47,508.57,797.47,2.934078264,A2966800800_65,40002,1.00E-06,0.25,0.45,1.137515603,2.282916258,A2966800800_65,40002,1.00E-06,0.25,0.45,17.18642329,3.503424288,A2978309900_6,40039,1.15E-06,2.8,0.45,17.0216991,2.897694882,A2978309900_6,40039,1.15E-06,2.8,0.45,1.13E-12,1.982327037,A2978309900_6,40039,1.15E-06,2.8,0.45,3.243985393,4.19775559,A2978309900_6,40039,1.15E-06,2.8,0.45,1.85106919,1.985783377,A2978309900_6,40039,1.15E-06,2.8,0.45,37.6210424,2.862241178,A2966800800_70,40007,1.03E-06,2.95,0.35,83.57745173,2.711238852,A2966800000_15,70031,2.70E-06,70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1672
R2,929.61,490.14,799.33,2.919336775,A2966800800_65,40002,1.00E-06,0.25,0.45,1.151361368,2.311194595,A2966800800_65,40002,1.00E-06,0.25,0.45,21.12172249,3.50874843,A2978309900_6,40039,1.15E-06,2.8,0.45,0.359133645,2.149751436,A2978309900_6,40039,1.15E-06,2.8,0.45,5.443590287,1.372831078,A2978309900_6,40039,1.15E-06,2.8,0.45,28.51596348,2.904101797,A2966800800_70,40007,1.03E-06,2.95,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0306
R2,929.95,475.03,800.09,2.930021538,A2966800800_65,40002,1.00E-06,0.25,0.45,1.149392139,2.307269086,A2966800800_65,40002,1.00E-06,0.25,0.45,8.547062764,2.72346276,A2966800800_65,40002,1.00E-06,0.25,0.45,52.33608052,2.900228698,A2966800800_70,40007,1.03E-06,2.95,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0422
R2,921.52,457.16,803.09,2.951351041,A2966800800_65,40002,1.00E-06,0.25,0.45,3.239735983,3.279397304,A2966800800_65,40002,1.00E-06,0.25,0.45,8.098525179,0.93358532,A2966800800_65,40002,1.00E-06,0.25,0.45,25.88448084,3.626578562,A2978309900_6,40039,1.15E-06,2.8,0.45,30.8072231,2.931527365,A2966800800_70,40007,1.03E-06,2.95,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1243
R2,915.01,435.32,804.94,2.330644962,A2966800800_65,40002,1.00E-06,0.25,0.45,4.817861021,2.489893692,A2966800800_65,40002,1.00E-06,0.25,0.45,29.83231432,3.345820021,A2978309900_6,40039,1.15E-06,2.8,0.45,26.43497709,2.859998634,A2966800800_70,40007,1.03E-06,2.95,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.674
R2,922.72,409.37,805.25,2.937493564,A2966800800_65,40002,1.00E-06,0.25,0.45,1.195527983,4.450534454,A2966800800_65,40002,1.00E-06,0.25,0.45,13.36239911,7.783222765,A2978309900_6,40039,1.15E-06,2.8,0.45,12.38116084,4.838305163,A2978309900_6,40039,1.15E-06,2.8,0.45,33.45644765,2.864905063,A2966800800_70,40007,1.03E-06,2.95,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7605
R2,925.62,385.08,805.77,2.926093146,A2966800800_65,40002,1.00E-06,0.25,0.45,1.182964411,2.374852203,A2966800800_65,40002,1.00E-06,0.25,0.45,13.84844897,3.764572231,A2978309900_6,40039,1.15E-06,2.8,0.45,7.151480732,11.2142015,A2978309900_6,40039,1.15E-06,2.8,0.45,24.03343096,2.864496755,A2966800800_70,40007,1.03E-06,2.95,0.35,216.9475756,4.932185407,A2966801200_18,40016,1.05E-06,3.1,0.32,53.63690652,4.92440531,A2966801200_18,40016,1.05E-06,3.1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6185
R2,927.44,360.87,806.49,2.939918504,A2966800800_65,40002,1.00E-06,0.25,0.45,1.176524111,2.361666253,A2966800800_65,40002,1.00E-06,0.25,0.45,12.72036194,3.768015383,A2978309900_6,40039,1.15E-06,2.8,0.45,46.79384674,2.861787215,A2966800800_70,40007,1.03E-06,2.95,0.35,214.9868534,4.93671506,A2966801200_18,40016,1.05E-06,3.1,0.32,54.5750206,4.919909623,A2966801200_18,40016,1.05E-06,3.1,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8155
