num,Type,PointX,PointY, PointZ,Distance0,Thickness1,P1_1,P2_1,P3_1,Distance1,Thickness2,P1_2,P2_2,P3_2,Distance2,Thickness3,P1_3,P2_3,P3_3,Distance3,Thickness4,P1_4,P2_4,P3_4,Distance4,Thickness5,P1_5,P2_5,P3_5,Distance5,Thickness6,P1_6,P2_6,P3_6,Distance6,Thickness7,P1_7,P2_7,P3_7,Distance7,Thickness8,P1_8,P2_8,P3_8,Distance8,Thickness9,P1_9,P2_9,P3_9,Distance_9,Thickness10,P1_10,P2_10,P3_10,Distance10,Thickness11,P1_11,P2_11,P3_11,Distance11,Thickness12,P1_12,P2_12,P3_12,Distance12,Thickness13,P1_13,P2_13,P3_13,Distance13,Thickness14,P1_14,P2_14,P3_14,Distance14,Thickness15,P1_15,P2_15,P3_15,a3ms
148,R1,848.37,299.00,650.97,0.00,0.75,2.44,71.70,0.21,11.18,2.07,2.44,71.70,0.21,27.75,2.87,2.44,71.70,0.21,7.58,2.53,1.03,2.95,0.35,3.45,2.87,1.80,45.00,0.35,111.74,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.57
149,R1,848.63,327.39,653.24,0.00,0.75,2.44,71.70,0.21,11.24,2.08,2.44,71.70,0.21,7.52,1.21,2.44,71.70,0.21,3.29,1.93,2.44,71.70,0.21,13.94,2.89,2.44,71.70,0.21,7.62,2.54,1.03,2.95,0.35,3.46,2.89,1.80,45.00,0.35,112.97,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.37
150,R1,848.96,360.33,655.52,0.00,0.75,2.44,71.70,0.21,13.38,2.09,2.44,71.70,0.21,25.94,2.90,2.44,71.70,0.21,130.87,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.34
151,R1,849.24,383.04,656.65,0.00,0.76,2.44,71.70,0.21,13.41,2.09,2.44,71.70,0.21,25.99,2.91,2.44,71.70,0.21,7.67,2.56,1.03,2.95,0.35,3.49,2.91,1.80,45.00,0.35,115.04,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.54
152,R1,850.10,409.17,652.82,0.00,0.75,2.44,71.70,0.21,11.20,2.07,2.44,71.70,0.21,27.79,2.88,2.44,71.70,0.21,7.59,2.53,1.03,2.95,0.35,3.45,2.88,1.80,45.00,0.35,114.13,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.21
153,R1,850.85,434.15,649.84,0.00,0.74,2.44,71.70,0.21,11.11,2.05,2.44,71.70,0.21,27.56,2.85,2.44,71.70,0.21,7.53,2.51,1.03,2.95,0.35,3.42,2.85,1.80,45.00,0.35,113.53,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.58
154,R1,851.38,457.99,648.70,0.00,0.73,2.44,71.70,0.21,11.07,2.05,2.44,71.70,0.21,27.46,2.84,2.44,71.70,0.21,7.50,2.50,1.03,2.95,0.35,119.79,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.01
155,R1,851.40,479.57,652.11,0.00,0.74,2.44,71.70,0.21,11.16,2.06,2.44,71.70,0.21,2.48,2.29,2.44,71.70,0.21,31.97,2.52,1.03,2.95,0.35,122.69,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.58
156,R1,846.35,230.86,658.92,0.00,0.77,2.44,71.70,0.21,11.44,2.12,2.44,71.70,0.21,11.50,1.76,2.44,71.70,0.21,0.77,7.90,2.44,71.70,0.21,17.16,2.59,1.03,2.95,0.35,3.53,2.94,1.80,45.00,0.35,113.43,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.71
157,R1,845.75,251.30,668.01,0.00,0.79,2.44,71.70,0.21,11.72,2.17,2.44,71.70,0.21,11.78,3.61,2.44,71.70,0.21,4.67,2.40,2.44,71.70,0.21,17.58,2.65,1.03,2.95,0.35,3.61,3.01,1.80,45.00,0.35,117.12,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.40
158,R1,846.24,279.32,667.99,0.00,0.78,2.44,71.70,0.21,11.71,2.16,2.44,71.70,0.21,29.06,3.01,2.44,71.70,0.21,7.94,2.65,1.03,2.95,0.35,3.61,3.01,1.80,45.00,0.35,117.55,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.57
159,R1,846.44,304.32,670.26,0.00,0.79,2.44,71.70,0.21,11.77,2.18,2.44,71.70,0.21,29.21,3.02,2.44,71.70,0.21,7.98,2.66,1.03,2.95,0.35,3.63,3.02,1.80,45.00,0.35,118.82,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.76
160,R1,846.50,328.53,673.69,0.00,0.80,2.44,71.70,0.21,11.88,2.44,2.44,71.70,0.21,29.23,3.05,2.44,71.70,0.21,8.05,2.68,1.03,2.95,0.35,3.66,3.05,1.80,45.00,0.35,120.54,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.11
161,R1,847.03,352.38,672.55,0.00,0.78,2.44,71.70,0.21,11.83,2.19,2.44,71.70,0.21,29.35,3.04,2.44,71.70,0.21,8.02,2.45,1.03,2.95,0.35,127.37,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.15
162,R1,847.21,376.23,674.82,0.00,0.79,2.44,71.70,0.21,14.09,2.20,2.44,71.70,0.21,27.31,3.05,2.44,71.70,0.21,8.06,2.69,1.03,2.95,0.35,128.45,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.41
163,R1,847.89,401.13,672.52,0.00,0.79,2.44,71.70,0.21,13.99,2.18,2.44,71.70,0.21,27.11,3.03,2.44,71.70,0.21,8.00,2.67,1.03,2.95,0.35,3.64,3.03,1.80,45.00,0.35,121.22,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.59
164,R1,848.66,425.06,669.14,0.00,0.78,2.44,71.70,0.21,11.69,2.16,2.44,71.70,0.21,13.54,1.80,2.44,71.70,0.21,24.57,2.64,1.03,2.95,0.35,3.60,3.00,1.80,45.00,0.35,120.29,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.07
165,R1,848.96,448.91,670.28,0.00,0.78,2.44,71.70,0.21,11.71,2.16,2.44,71.70,0.21,11.77,1.80,2.44,71.70,0.21,0.45,9.43,2.44,71.70,0.21,22.80,3.01,1.80,45.00,0.35,121.10,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.25
166,R1,849.47,471.62,669.14,0.00,0.77,2.44,71.70,0.21,11.67,2.16,2.44,71.70,0.21,2.71,5.67,2.44,71.70,0.21,1.35,25.21,1.80,45.00,0.35,11.13,3.00,1.80,45.00,0.35,121.03,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.76
167,R1,843.98,218.37,679.36,0.00,0.81,2.44,71.70,0.21,1.24,2.25,2.44,71.70,0.21,26.76,3.11,2.44,71.70,0.21,22.41,2.74,1.03,2.95,0.35,3.73,3.11,1.80,45.00,0.35,121.08,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.39
168,R1,843.62,238.81,686.18,0.00,0.83,2.44,71.70,0.21,14.64,2.00,2.44,71.70,0.21,10.42,1.90,2.44,71.70,0.21,0.48,0.07,2.44,71.70,0.21,0.81,0.55,2.44,71.70,0.21,4.28,5.08,2.44,71.70,0.21,16.62,2.79,1.03,2.95,0.35,3.81,3.17,1.80,45.00,0.35,124.23,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.86
169,R1,843.84,264.93,688.45,0.00,0.83,2.44,71.70,0.21,14.72,2.54,2.44,71.70,0.21,3.41,3.19,2.44,71.70,0.21,21.69,3.19,2.44,71.70,0.21,8.42,2.81,1.03,2.95,0.35,3.83,3.19,1.80,45.00,0.35,125.60,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.47
170,R1,844.25,288.78,688.45,0.00,0.83,2.44,71.70,0.21,14.70,2.29,2.44,71.70,0.21,3.65,3.26,2.44,71.70,0.21,2.47,7.07,2.44,71.70,0.21,5.15,4.59,2.44,71.70,0.21,2.31,3.19,2.44,71.70,0.21,8.41,2.80,1.03,2.95,0.35,3.82,3.19,1.80,45.00,0.35,125.97,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.33
171,R1,844.15,310.36,692.99,0.00,0.84,2.44,71.70,0.21,9.95,2.79,2.44,71.70,0.21,2.15,2.32,2.44,71.70,0.21,4.34,3.23,2.44,71.70,0.21,1.50,4.39,2.44,71.70,0.21,15.40,3.23,2.44,71.70,0.21,8.51,2.84,1.03,2.95,0.35,3.87,3.23,1.80,45.00,0.35,128.26,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.67
172,R1,844.43,333.07,694.13,0.00,0.84,2.44,71.70,0.21,11.66,2.89,2.44,71.70,0.21,0.35,2.34,2.44,71.70,0.21,4.35,3.23,2.44,71.70,0.21,3.27,4.26,2.44,71.70,0.21,13.81,3.23,2.44,71.70,0.21,8.53,2.84,1.03,2.95,0.35,3.88,3.23,1.80,45.00,0.35,129.11,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.93
173,R1,845.10,358.06,691.86,0.00,0.83,2.44,71.70,0.21,8.29,2.70,2.44,71.70,0.21,3.81,2.31,2.44,71.70,0.21,4.31,7.69,2.44,71.70,0.21,16.69,3.21,2.44,71.70,0.21,8.47,2.82,1.03,2.95,0.35,3.85,3.21,1.80,45.00,0.35,128.51,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.95
174,R1,845.47,384.19,692.75,0.00,0.84,2.44,71.70,0.21,9.38,3.05,2.44,71.70,0.21,3.04,2.31,2.44,71.70,0.21,3.68,3.21,2.44,71.70,0.21,1.37,4.42,2.44,71.70,0.21,15.40,3.21,2.44,71.70,0.21,8.48,2.83,1.03,2.95,0.35,3.85,3.21,1.80,45.00,0.35,129.30,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.82
175,R1,845.88,402.35,691.86,0.00,0.84,2.44,71.70,0.21,8.31,2.71,2.44,71.70,0.21,4.39,2.30,2.44,71.70,0.21,3.67,7.82,2.44,71.70,0.21,16.51,3.20,2.44,71.70,0.21,8.45,2.82,1.03,2.95,0.35,3.84,3.20,1.80,45.00,0.35,129.19,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.77
176,R1,846.49,423.92,689.59,0.00,0.82,2.44,71.70,0.21,6.50,0.86,2.44,71.70,0.21,7.30,3.10,2.44,71.70,0.21,3.51,4.61,2.44,71.70,0.21,9.33,3.18,2.44,71.70,0.21,18.56,2.80,1.03,2.95,0.35,3.81,3.18,1.80,45.00,0.35,128.56,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.59
177,R1,846.83,443.38,689.58,0.00,0.82,2.44,71.70,0.21,6.49,0.87,2.44,71.70,0.21,7.29,2.47,2.44,71.70,0.21,4.13,4.66,2.44,71.70,0.21,7.99,4.46,2.44,71.70,0.21,18.54,2.79,1.03,2.95,0.35,3.80,2.71,1.80,45.00,0.35,129.33,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.16
178,R1,847.32,464.81,688.45,0.00,0.82,2.44,71.70,0.21,14.59,2.75,2.44,71.70,0.21,3.14,3.75,2.44,71.70,0.21,19.19,4.54,2.44,71.70,0.21,0.38,1.23,2.44,71.70,0.21,13.66,3.16,1.80,45.00,0.35,128.71,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.71
179,R1,847.46,486.39,690.72,0.00,0.82,2.44,71.70,0.21,6.69,9.97,2.44,71.70,0.21,4.58,3.18,2.44,71.70,0.21,31.48,4.19,1.80,45.00,0.35,136.68,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.79
180,R1,849.49,486.39,671.41,0.00,0.78,2.44,71.70,0.21,6.16,2.17,2.44,71.70,0.21,11.79,6.03,2.44,71.70,0.21,1.32,4.62,1.80,45.00,0.35,8.29,2.96,1.80,45.00,0.35,3.71,6.56,1.80,45.00,0.35,6.62,3.01,1.80,45.00,0.35,122.13,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.28
181,R1,849.90,345.56,644.16,0.00,0.73,2.44,71.70,0.21,10.98,2.03,2.44,71.70,0.21,22.15,2.78,2.44,71.70,0.21,131.51,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.52
182,R1,842.37,194.52,690.72,0.00,0.84,2.44,71.70,0.21,1.33,2.47,2.44,71.70,0.21,27.52,3.22,2.44,71.70,0.21,29.89,3.22,1.80,45.00,0.35,116.51,0.45,7.85,210.00,0.30,8.52,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.69
183,R1,840.83,200.20,706.27,0.00,0.87,2.44,71.70,0.21,1.35,2.43,2.44,71.70,0.21,9.92,2.66,2.44,71.70,0.21,1.46,3.37,2.44,71.70,0.21,39.27,2.97,1.03,2.95,0.35,4.05,3.37,1.80,45.00,0.35,132.49,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.60
184,R1,841.85,212.69,698.67,0.00,0.86,2.44,71.70,0.21,1.32,4.84,2.44,71.70,0.21,7.42,2.75,2.44,71.70,0.21,1.08,7.91,2.44,71.70,0.21,9.36,0.65,2.44,71.70,0.21,23.73,2.90,1.03,2.95,0.35,3.95,3.30,1.80,45.00,0.35,129.25,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.74
185,R1,841.63,227.45,703.21,0.00,0.87,2.44,71.70,0.21,1.34,3.22,2.44,71.70,0.21,4.18,3.57,2.44,71.70,0.21,7.10,6.24,2.44,71.70,0.21,34.18,2.94,1.03,2.95,0.35,4.01,3.34,1.80,45.00,0.35,131.52,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.40
186,R1,841.61,246.76,706.62,0.00,0.88,2.44,71.70,0.21,1.35,2.43,2.44,71.70,0.21,0.76,2.45,2.44,71.70,0.21,1.40,4.01,2.44,71.70,0.21,10.10,3.37,2.44,71.70,0.21,34.50,2.96,1.03,2.95,0.35,4.28,3.13,1.80,45.00,0.35,133.37,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.46
187,R1,842.20,274.02,705.48,0.00,0.87,2.44,71.70,0.21,1.34,4.08,2.44,71.70,0.21,2.22,3.03,2.44,71.70,0.21,11.72,3.35,2.44,71.70,0.21,34.33,2.95,1.03,2.95,0.35,4.29,3.09,1.80,45.00,0.35,133.27,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.59
188,R1,842.82,295.59,703.21,0.00,0.87,2.44,71.70,0.21,1.33,3.21,2.44,71.70,0.21,4.70,2.98,2.44,71.70,0.21,7.25,6.07,2.44,71.70,0.21,2.25,3.07,2.44,71.70,0.21,3.33,3.33,2.44,71.70,0.21,0.00,3.33,2.44,71.70,0.21,18.76,2.93,1.03,2.95,0.35,4.02,3.30,1.80,45.00,0.35,132.57,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.73
189,R1,852.66,469.35,638.48,0.00,0.72,2.44,71.70,0.21,10.80,2.00,2.44,71.70,0.21,2.40,2.22,2.44,71.70,0.21,6.35,7.10,2.44,71.70,0.21,2.02,3.99,2.44,71.70,0.21,11.30,2.44,7.85,210.00,0.30,0.00,1.66,7.85,210.00,0.30,116.46,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.88
